SalesOrderNumber,SalesOrderLineNumber,CustomerKey,ProductKey,OrderDate,DueDate,ShipDate,SalesTerritoryKey,OrderQuantity,UnitPrice,ProductStandardCost,SalesAmount,TaxAmount,FreightAmount
SO45390,1,19560,310,1/7/2021,1/17/2021,1/14/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45391,1,19588,313,1/7/2021,1/17/2021,1/14/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45392,1,11762,344,1/7/2021,1/17/2021,1/14/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO45393,1,14171,312,1/8/2021,1/18/2021,1/15/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45394,1,11468,348,1/8/2021,1/18/2021,1/15/2021,10,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO45395,1,29352,313,1/8/2021,1/18/2021,1/15/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45396,1,19594,312,1/8/2021,1/18/2021,1/15/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45397,1,15051,313,1/9/2021,1/19/2021,1/16/2021,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45398,1,15059,312,1/9/2021,1/19/2021,1/16/2021,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45399,1,19598,311,1/9/2021,1/19/2021,1/16/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45400,1,14162,313,1/10/2021,1/20/2021,1/17/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45401,1,15058,310,1/10/2021,1/20/2021,1/17/2021,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45402,1,11413,344,1/10/2021,1/20/2021,1/17/2021,10,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO45403,1,23114,314,1/10/2021,1/20/2021,1/17/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45404,1,11217,310,1/10/2021,1/20/2021,1/17/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45405,1,23209,312,1/10/2021,1/20/2021,1/17/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45406,1,25987,351,1/10/2021,1/20/2021,1/17/2021,4,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO45407,1,29285,314,1/10/2021,1/20/2021,1/17/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45408,1,29326,314,1/10/2021,1/20/2021,1/17/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45409,1,19612,312,1/10/2021,1/20/2021,1/17/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45410,1,14149,310,1/11/2021,1/21/2021,1/18/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45411,1,28197,313,1/11/2021,1/21/2021,1/18/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45412,1,23137,310,1/11/2021,1/21/2021,1/18/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45413,1,11191,312,1/11/2021,1/21/2021,1/18/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45414,1,18038,330,1/11/2021,1/21/2021,1/18/2021,7,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45415,1,28092,312,1/11/2021,1/21/2021,1/18/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45416,1,28161,310,1/11/2021,1/21/2021,1/18/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45417,1,28620,310,1/11/2021,1/21/2021,1/18/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45418,1,19264,311,1/11/2021,1/21/2021,1/18/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45419,1,19555,314,1/11/2021,1/21/2021,1/18/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45420,1,19561,313,1/11/2021,1/21/2021,1/18/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45421,1,19576,313,1/11/2021,1/21/2021,1/18/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45422,1,28198,310,1/12/2021,1/22/2021,1/19/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45423,1,19997,348,1/12/2021,1/22/2021,1/19/2021,6,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO45424,1,28165,311,1/12/2021,1/22/2021,1/19/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45425,1,15056,310,1/13/2021,1/23/2021,1/20/2021,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45426,1,14164,312,1/13/2021,1/23/2021,1/20/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45427,1,29481,349,1/13/2021,1/23/2021,1/20/2021,8,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO45428,1,11414,346,1/13/2021,1/23/2021,1/20/2021,10,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO45429,1,28129,310,1/13/2021,1/23/2021,1/20/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45430,1,28176,312,1/13/2021,1/23/2021,1/20/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45431,1,28013,311,1/13/2021,1/23/2021,1/20/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45432,1,14167,312,1/14/2021,1/24/2021,1/21/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45433,1,12547,310,1/14/2021,1/24/2021,1/21/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45434,1,11252,311,1/14/2021,1/24/2021,1/21/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45435,1,20562,336,1/14/2021,1/24/2021,1/21/2021,10,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45436,1,28130,312,1/14/2021,1/24/2021,1/21/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45437,1,28169,312,1/14/2021,1/24/2021,1/21/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45438,1,29334,310,1/14/2021,1/24/2021,1/21/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45439,1,25823,326,1/14/2021,1/24/2021,1/21/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45440,1,14198,312,1/15/2021,1/25/2021,1/22/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45441,1,11216,312,1/15/2021,1/25/2021,1/22/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45442,1,29335,314,1/15/2021,1/25/2021,1/22/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45443,1,29350,313,1/15/2021,1/25/2021,1/22/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45444,1,19102,310,1/15/2021,1/25/2021,1/22/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45445,1,19105,310,1/15/2021,1/25/2021,1/22/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45446,1,25990,345,1/16/2021,1/26/2021,1/23/2021,1,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO45447,1,19558,313,1/16/2021,1/26/2021,1/23/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45448,1,25718,324,1/16/2021,1/26/2021,1/23/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45449,1,14189,310,1/17/2021,1/27/2021,1/24/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45450,1,28624,312,1/17/2021,1/27/2021,1/24/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45451,1,29279,311,1/17/2021,1/27/2021,1/24/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45452,1,19559,314,1/17/2021,1/27/2021,1/24/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45453,1,12549,311,1/18/2021,1/28/2021,1/25/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45454,1,23074,312,1/18/2021,1/28/2021,1/25/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45455,1,14163,310,1/19/2021,1/29/2021,1/26/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45456,1,23113,312,1/19/2021,1/29/2021,1/26/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45457,1,27752,313,1/19/2021,1/29/2021,1/26/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45458,1,19599,311,1/19/2021,1/29/2021,1/26/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45459,1,19605,310,1/19/2021,1/29/2021,1/26/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45460,1,25822,334,1/19/2021,1/29/2021,1/26/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45461,1,28646,311,1/20/2021,1/30/2021,1/27/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45462,1,28647,310,1/20/2021,1/30/2021,1/27/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45463,1,11171,312,1/20/2021,1/30/2021,1/27/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45464,1,19586,314,1/20/2021,1/30/2021,1/27/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45465,1,25819,342,1/20/2021,1/30/2021,1/27/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45466,1,19611,311,1/21/2021,1/31/2021,1/28/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45467,1,11422,345,1/22/2021,2/1/2021,1/29/2021,10,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO45468,1,23164,311,1/22/2021,2/1/2021,1/29/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45469,1,19989,350,1/22/2021,2/1/2021,1/29/2021,6,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO45470,1,28177,312,1/22/2021,2/1/2021,1/29/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45471,1,29280,313,1/22/2021,2/1/2021,1/29/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45472,1,19095,313,1/22/2021,2/1/2021,1/29/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45473,1,19592,310,1/22/2021,2/1/2021,1/29/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45474,1,19595,310,1/22/2021,2/1/2021,1/29/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45475,1,19601,313,1/22/2021,2/1/2021,1/29/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45476,1,19614,314,1/22/2021,2/1/2021,1/29/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45477,1,14160,313,1/23/2021,2/2/2021,1/30/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45478,1,29354,313,1/23/2021,2/2/2021,1/30/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45479,1,19099,313,1/23/2021,2/2/2021,1/30/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45480,1,19564,313,1/23/2021,2/2/2021,1/30/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45481,1,19563,313,1/23/2021,2/2/2021,1/30/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45482,1,12522,310,1/24/2021,2/3/2021,1/31/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45483,1,14181,314,1/24/2021,2/3/2021,1/31/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45484,1,23267,313,1/24/2021,2/3/2021,1/31/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45485,1,11257,312,1/24/2021,2/3/2021,1/31/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45486,1,14737,324,1/24/2021,2/3/2021,1/31/2021,1,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45487,1,19556,313,1/24/2021,2/3/2021,1/31/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45488,1,19577,311,1/24/2021,2/3/2021,1/31/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45489,1,19602,310,1/24/2021,2/3/2021,1/31/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45490,1,22976,313,1/24/2021,2/3/2021,1/31/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45491,1,27672,311,1/25/2021,2/4/2021,2/1/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45492,1,19429,330,1/25/2021,2/4/2021,2/1/2021,8,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45493,1,14731,320,1/25/2021,2/4/2021,2/1/2021,4,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45494,1,19609,310,1/25/2021,2/4/2021,2/1/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45495,1,25821,342,1/25/2021,2/4/2021,2/1/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45496,1,29340,314,1/26/2021,2/5/2021,2/2/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45497,1,28354,311,1/26/2021,2/5/2021,2/2/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45498,1,28574,312,1/26/2021,2/5/2021,2/2/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45499,1,28626,314,1/26/2021,2/5/2021,2/2/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45500,1,11189,312,1/26/2021,2/5/2021,2/2/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45501,1,25993,350,1/26/2021,2/5/2021,2/2/2021,1,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO45502,1,28173,314,1/26/2021,2/5/2021,2/2/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45503,1,22995,314,1/26/2021,2/5/2021,2/2/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45504,1,14730,340,1/26/2021,2/5/2021,2/2/2021,4,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45505,1,19593,313,1/26/2021,2/5/2021,2/2/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45506,1,19615,311,1/26/2021,2/5/2021,2/2/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45507,1,19616,314,1/26/2021,2/5/2021,2/2/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45508,1,12510,310,1/27/2021,2/6/2021,2/3/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45509,1,14148,310,1/27/2021,2/6/2021,2/3/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45510,1,22998,310,1/27/2021,2/6/2021,2/3/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45511,1,12523,311,1/28/2021,2/7/2021,2/4/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45512,1,11175,312,1/28/2021,2/7/2021,2/4/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45513,1,25996,348,1/28/2021,2/7/2021,2/4/2021,4,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO45514,1,28051,314,1/28/2021,2/7/2021,2/4/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45515,1,19557,310,1/28/2021,2/7/2021,2/4/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45580,1,14428,310,1/29/2021,2/8/2021,2/5/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45581,1,11263,313,1/29/2021,2/8/2021,2/5/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45582,1,28656,312,1/29/2021,2/8/2021,2/5/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45583,1,11274,311,1/29/2021,2/8/2021,2/5/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45584,1,25828,336,1/29/2021,2/8/2021,2/5/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45585,1,11905,351,1/29/2021,2/8/2021,2/5/2021,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO45586,1,12613,311,1/30/2021,2/9/2021,2/6/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45587,1,11531,310,1/30/2021,2/9/2021,2/6/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45588,1,11275,313,1/30/2021,2/9/2021,2/6/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45589,1,19784,314,1/30/2021,2/9/2021,2/6/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45590,1,19763,311,1/30/2021,2/9/2021,2/6/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45591,1,25831,326,1/30/2021,2/9/2021,2/6/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45592,1,11897,345,1/30/2021,2/9/2021,2/6/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO45593,1,15118,310,1/31/2021,2/10/2021,2/7/2021,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45594,1,11282,312,1/31/2021,2/10/2021,2/7/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45595,1,11515,314,1/31/2021,2/10/2021,2/7/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45596,1,20564,332,1/31/2021,2/10/2021,2/7/2021,10,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45597,1,14740,328,1/31/2021,2/10/2021,2/7/2021,4,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45598,1,14744,340,1/31/2021,2/10/2021,2/7/2021,1,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45599,1,19794,312,1/31/2021,2/10/2021,2/7/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45600,1,19628,313,1/31/2021,2/10/2021,2/7/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45601,1,11893,348,1/31/2021,2/10/2021,2/7/2021,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO45602,1,12607,312,2/1/2021,2/11/2021,2/8/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45603,1,11296,312,2/1/2021,2/11/2021,2/8/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45604,1,11317,314,2/1/2021,2/11/2021,2/8/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45605,1,11626,311,2/1/2021,2/11/2021,2/8/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45606,1,19967,312,2/1/2021,2/11/2021,2/8/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45607,1,25830,330,2/1/2021,2/11/2021,2/8/2021,9,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45608,1,11896,349,2/1/2021,2/11/2021,2/8/2021,9,1,3374.99,1898.0944,3374.99,269.9992,84.3748
SO45609,1,14774,311,2/1/2021,2/11/2021,2/8/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45610,1,11303,310,2/2/2021,2/12/2021,2/9/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45611,1,11535,310,2/2/2021,2/12/2021,2/9/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45612,1,14795,312,2/2/2021,2/12/2021,2/9/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45613,1,11522,314,2/3/2021,2/13/2021,2/10/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45614,1,23385,312,2/3/2021,2/13/2021,2/10/2021,6,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45615,1,18137,342,2/3/2021,2/13/2021,2/10/2021,7,1,699.0982,413.1463,699.0982,55.9279,17.4775
SO45616,1,14800,314,2/3/2021,2/13/2021,2/10/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45617,1,15354,311,2/3/2021,2/13/2021,2/10/2021,10,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45618,1,12618,311,2/3/2021,2/13/2021,2/10/2021,7,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45619,1,19787,311,2/3/2021,2/13/2021,2/10/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45620,1,19951,314,2/3/2021,2/13/2021,2/10/2021,9,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45621,1,11768,346,2/3/2021,2/13/2021,2/10/2021,9,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO45622,1,28470,344,2/4/2021,2/14/2021,2/11/2021,7,1,3399.99,1912.1544,3399.99,271.9992,84.9998
SO45623,1,14769,311,2/4/2021,2/14/2021,2/11/2021,8,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45624,1,11291,313,2/4/2021,2/14/2021,2/11/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45625,1,11307,314,2/4/2021,2/14/2021,2/11/2021,4,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45626,1,11259,310,2/4/2021,2/14/2021,2/11/2021,1,1,3578.27,2171.2942,3578.27,286.2616,89.4568
SO45627,1,18039,324,2/4/2021,2/14/2021,2/11/2021,7,1,699.0982,413.1463,699.0982,55.9279,17.4775
