SalesOrderNumber,SalesOrderLineNumber,CustomerKey,ProductKey,OrderDate,DueDate,ShipDate,SalesTerritoryKey,OrderQuantity,UnitPrice,ProductStandardCost,SalesAmount,TaxAmount,FreightAmount
SO49226,1,17792,370,1/6/2022,1/16/2022,1/13/2022,10,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49227,1,13873,369,1/6/2022,1/16/2022,1/13/2022,4,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49228,1,29404,360,1/6/2022,1/16/2022,1/13/2022,7,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49229,1,12390,356,1/6/2022,1/16/2022,1/13/2022,8,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49230,1,21266,358,1/6/2022,1/16/2022,1/13/2022,6,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49231,1,27058,362,1/6/2022,1/16/2022,1/13/2022,1,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49232,1,15529,321,1/6/2022,1/16/2022,1/13/2022,1,1,782.99,486.7066,782.99,62.6392,19.5748
SO49233,1,15531,325,1/6/2022,1/16/2022,1/13/2022,1,1,782.99,486.7066,782.99,62.6392,19.5748
SO49234,1,15534,329,1/6/2022,1/16/2022,1/13/2022,1,1,782.99,486.7066,782.99,62.6392,19.5748
SO49235,1,15537,321,1/6/2022,1/16/2022,1/13/2022,4,1,782.99,486.7066,782.99,62.6392,19.5748
SO49236,1,25021,389,1/6/2022,1/16/2022,1/13/2022,9,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49237,1,25035,385,1/6/2022,1/16/2022,1/13/2022,9,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49238,1,23593,379,1/6/2022,1/16/2022,1/13/2022,9,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49239,1,14011,354,1/7/2022,1/17/2022,1/14/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49240,1,14058,352,1/7/2022,1/17/2022,1/14/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49241,1,14065,354,1/7/2022,1/17/2022,1/14/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49242,1,23524,368,1/7/2022,1/17/2022,1/14/2022,9,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49243,1,27074,358,1/7/2022,1/17/2022,1/14/2022,1,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49244,1,21284,362,1/7/2022,1/17/2022,1/14/2022,6,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49245,1,25029,389,1/7/2022,1/17/2022,1/14/2022,9,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49246,1,23640,373,1/7/2022,1/17/2022,1/14/2022,9,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49247,1,17793,369,1/8/2022,1/18/2022,1/15/2022,10,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49248,1,17766,387,1/8/2022,1/18/2022,1/15/2022,7,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49249,1,17767,385,1/8/2022,1/18/2022,1/15/2022,7,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49250,1,19323,343,1/8/2022,1/18/2022,1/15/2022,7,1,782.99,486.7066,782.99,62.6392,19.5748
SO49251,1,13871,377,1/8/2022,1/18/2022,1/15/2022,4,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49252,1,12378,352,1/8/2022,1/18/2022,1/15/2022,8,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49253,1,14211,360,1/8/2022,1/18/2022,1/15/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49254,1,14216,358,1/8/2022,1/18/2022,1/15/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49255,1,15523,327,1/8/2022,1/18/2022,1/15/2022,1,1,782.99,486.7066,782.99,62.6392,19.5748
SO49256,1,13997,354,1/8/2022,1/18/2022,1/15/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49257,1,26746,321,1/8/2022,1/18/2022,1/15/2022,9,1,782.99,486.7066,782.99,62.6392,19.5748
SO49258,1,17828,368,1/9/2022,1/19/2022,1/16/2022,10,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49259,1,29397,360,1/9/2022,1/19/2022,1/16/2022,7,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49260,1,12608,362,1/9/2022,1/19/2022,1/16/2022,10,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49261,1,12609,360,1/9/2022,1/19/2022,1/16/2022,10,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49262,1,19335,333,1/9/2022,1/19/2022,1/16/2022,7,1,782.99,486.7066,782.99,62.6392,19.5748
SO49263,1,20843,343,1/9/2022,1/19/2022,1/16/2022,8,1,782.99,486.7066,782.99,62.6392,19.5748
SO49264,1,14046,356,1/9/2022,1/19/2022,1/16/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49265,1,14050,356,1/9/2022,1/19/2022,1/16/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49266,1,14051,362,1/9/2022,1/19/2022,1/16/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49267,1,14131,356,1/9/2022,1/19/2022,1/16/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49268,1,27056,356,1/9/2022,1/19/2022,1/16/2022,4,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49269,1,13884,373,1/10/2022,1/20/2022,1/17/2022,1,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49270,1,29412,352,1/10/2022,1/20/2022,1/17/2022,7,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49271,1,12630,354,1/10/2022,1/20/2022,1/17/2022,10,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49272,1,14055,362,1/10/2022,1/20/2022,1/17/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49273,1,21272,352,1/10/2022,1/20/2022,1/17/2022,6,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49274,1,21311,362,1/10/2022,1/20/2022,1/17/2022,6,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49275,1,23645,368,1/10/2022,1/20/2022,1/17/2022,9,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49276,1,17849,379,1/11/2022,1/21/2022,1/18/2022,10,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49277,1,12615,352,1/11/2022,1/21/2022,1/18/2022,10,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49278,1,14038,358,1/11/2022,1/21/2022,1/18/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49279,1,14045,362,1/11/2022,1/21/2022,1/18/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49280,1,17815,368,1/12/2022,1/22/2022,1/19/2022,10,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49281,1,19324,343,1/12/2022,1/22/2022,1/19/2022,7,1,782.99,486.7066,782.99,62.6392,19.5748
SO49282,1,14133,362,1/12/2022,1/22/2022,1/19/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49283,1,14220,352,1/12/2022,1/22/2022,1/19/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49284,1,23436,375,1/12/2022,1/22/2022,1/19/2022,9,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49285,1,27077,356,1/12/2022,1/22/2022,1/19/2022,4,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49286,1,27050,352,1/12/2022,1/22/2022,1/19/2022,1,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49287,1,14007,356,1/12/2022,1/22/2022,1/19/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49288,1,13994,354,1/12/2022,1/22/2022,1/19/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49289,1,26748,331,1/12/2022,1/22/2022,1/19/2022,9,1,782.99,486.7066,782.99,62.6392,19.5748
SO49290,1,16940,369,1/13/2022,1/23/2022,1/20/2022,8,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49291,1,19433,387,1/13/2022,1/23/2022,1/20/2022,10,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49292,1,19038,389,1/13/2022,1/23/2022,1/20/2022,8,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49293,1,12297,358,1/13/2022,1/23/2022,1/20/2022,8,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49294,1,13882,368,1/13/2022,1/23/2022,1/20/2022,4,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49295,1,12388,362,1/13/2022,1/23/2022,1/20/2022,8,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49296,1,14010,356,1/13/2022,1/23/2022,1/20/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49297,1,14127,358,1/13/2022,1/23/2022,1/20/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49298,1,14210,356,1/13/2022,1/23/2022,1/20/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49299,1,23533,377,1/13/2022,1/23/2022,1/20/2022,9,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49300,1,14362,383,1/13/2022,1/23/2022,1/20/2022,1,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49301,1,15665,377,1/14/2022,1/24/2022,1/21/2022,7,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49302,1,15651,371,1/14/2022,1/24/2022,1/21/2022,7,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49303,1,17103,377,1/14/2022,1/24/2022,1/21/2022,8,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49304,1,19437,381,1/14/2022,1/24/2022,1/21/2022,10,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49305,1,13866,371,1/14/2022,1/24/2022,1/21/2022,4,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49306,1,13886,373,1/14/2022,1/24/2022,1/21/2022,4,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49307,1,14071,358,1/14/2022,1/24/2022,1/21/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49308,1,14128,352,1/14/2022,1/24/2022,1/21/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49309,1,14364,381,1/14/2022,1/24/2022,1/21/2022,4,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49310,1,15527,337,1/14/2022,1/24/2022,1/21/2022,4,1,782.99,486.7066,782.99,62.6392,19.5748
SO49311,1,26743,335,1/14/2022,1/24/2022,1/21/2022,9,1,782.99,486.7066,782.99,62.6392,19.5748
SO49312,1,17086,369,1/15/2022,1/25/2022,1/22/2022,8,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49313,1,14039,358,1/15/2022,1/25/2022,1/22/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49314,1,14214,362,1/15/2022,1/25/2022,1/22/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49315,1,14215,362,1/15/2022,1/25/2022,1/22/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49316,1,23433,379,1/15/2022,1/25/2022,1/22/2022,9,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49317,1,14355,381,1/15/2022,1/25/2022,1/22/2022,1,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49318,1,27267,333,1/15/2022,1/25/2022,1/22/2022,6,1,782.99,486.7066,782.99,62.6392,19.5748
SO49319,1,25022,387,1/15/2022,1/25/2022,1/22/2022,9,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49320,1,23649,373,1/15/2022,1/25/2022,1/22/2022,9,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49321,1,27063,356,1/15/2022,1/25/2022,1/22/2022,1,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49322,1,26747,329,1/15/2022,1/25/2022,1/22/2022,9,1,782.99,486.7066,782.99,62.6392,19.5748
SO49323,1,12612,362,1/16/2022,1/26/2022,1/23/2022,10,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49324,1,12461,352,1/16/2022,1/26/2022,1/23/2022,8,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49325,1,14219,356,1/16/2022,1/26/2022,1/23/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49326,1,21305,360,1/16/2022,1/26/2022,1/23/2022,6,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49327,1,17790,369,1/17/2022,1/27/2022,1/24/2022,10,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49328,1,17812,373,1/17/2022,1/27/2022,1/24/2022,10,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49329,1,17754,387,1/17/2022,1/27/2022,1/24/2022,7,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49330,1,12314,354,1/17/2022,1/27/2022,1/24/2022,8,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49331,1,12384,358,1/17/2022,1/27/2022,1/24/2022,8,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49332,1,14063,352,1/17/2022,1/27/2022,1/24/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49333,1,14102,354,1/17/2022,1/27/2022,1/24/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49334,1,14132,360,1/17/2022,1/27/2022,1/24/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49335,1,23429,375,1/17/2022,1/27/2022,1/24/2022,9,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49336,1,23523,377,1/17/2022,1/27/2022,1/24/2022,9,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49337,1,27068,362,1/17/2022,1/27/2022,1/24/2022,4,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49338,1,23571,369,1/17/2022,1/27/2022,1/24/2022,9,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49339,1,17183,368,1/18/2022,1/28/2022,1/25/2022,8,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49340,1,15624,375,1/18/2022,1/28/2022,1/25/2022,7,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49341,1,17756,381,1/18/2022,1/28/2022,1/25/2022,7,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49342,1,12599,356,1/18/2022,1/28/2022,1/25/2022,10,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49343,1,14033,356,1/18/2022,1/28/2022,1/25/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49344,1,14048,352,1/18/2022,1/28/2022,1/25/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49345,1,14070,362,1/18/2022,1/28/2022,1/25/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49346,1,14218,362,1/18/2022,1/28/2022,1/25/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49347,1,23539,369,1/18/2022,1/28/2022,1/25/2022,9,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49348,1,23547,369,1/18/2022,1/28/2022,1/25/2022,9,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49349,1,27045,360,1/18/2022,1/28/2022,1/25/2022,1,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49350,1,15547,331,1/18/2022,1/28/2022,1/25/2022,4,1,782.99,486.7066,782.99,62.6392,19.5748
SO49351,1,26673,329,1/18/2022,1/28/2022,1/25/2022,9,1,782.99,486.7066,782.99,62.6392,19.5748
SO49352,1,17082,375,1/19/2022,1/29/2022,1/26/2022,8,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49353,1,20931,325,1/19/2022,1/29/2022,1/26/2022,10,1,782.99,486.7066,782.99,62.6392,19.5748
SO49354,1,13883,373,1/19/2022,1/29/2022,1/26/2022,4,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49355,1,14031,362,1/19/2022,1/29/2022,1/26/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49356,1,23540,369,1/19/2022,1/29/2022,1/26/2022,9,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49357,1,23542,377,1/19/2022,1/29/2022,1/26/2022,9,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49358,1,27076,356,1/19/2022,1/29/2022,1/26/2022,4,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49359,1,14343,385,1/19/2022,1/29/2022,1/26/2022,1,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49360,1,27069,358,1/19/2022,1/29/2022,1/26/2022,4,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49361,1,15663,373,1/19/2022,1/29/2022,1/26/2022,7,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49362,1,12622,358,1/20/2022,1/30/2022,1/27/2022,10,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49363,1,14062,360,1/20/2022,1/30/2022,1/27/2022,9,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49364,1,23434,379,1/20/2022,1/30/2022,1/27/2022,9,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49365,1,23529,368,1/20/2022,1/30/2022,1/27/2022,9,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49366,1,23546,377,1/20/2022,1/30/2022,1/27/2022,9,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49367,1,27047,362,1/20/2022,1/30/2022,1/27/2022,1,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49368,1,15528,325,1/20/2022,1/30/2022,1/27/2022,1,1,782.99,486.7066,782.99,62.6392,19.5748
SO49369,1,15552,343,1/20/2022,1/30/2022,1/27/2022,1,1,782.99,486.7066,782.99,62.6392,19.5748
SO49370,1,23574,379,1/20/2022,1/30/2022,1/27/2022,9,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49371,1,26663,329,1/20/2022,1/30/2022,1/27/2022,9,1,782.99,486.7066,782.99,62.6392,19.5748
SO49372,1,15666,369,1/21/2022,1/31/2022,1/28/2022,7,1,2443.35,1518.7864,2443.35,195.468,61.0838
SO49373,1,17752,383,1/21/2022,1/31/2022,1/28/2022,7,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49374,1,20933,333,1/21/2022,1/31/2022,1/28/2022,10,1,782.99,486.7066,782.99,62.6392,19.5748
SO49375,1,12330,354,1/21/2022,1/31/2022,1/28/2022,8,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49376,1,14125,354,1/21/2022,1/31/2022,1/28/2022,9,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49377,1,23435,371,1/21/2022,1/31/2022,1/28/2022,9,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49378,1,27051,360,1/21/2022,1/31/2022,1/28/2022,4,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49379,1,27067,360,1/21/2022,1/31/2022,1/28/2022,4,1,2049.0982,1105.81,2049.0982,163.9279,51.2275
SO49380,1,15542,337,1/21/2022,1/31/2022,1/28/2022,4,1,782.99,486.7066,782.99,62.6392,19.5748
SO49381,1,15553,333,1/21/2022,1/31/2022,1/28/2022,4,1,782.99,486.7066,782.99,62.6392,19.5748
SO49382,1,25030,383,1/21/2022,1/31/2022,1/28/2022,9,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49383,1,25032,383,1/21/2022,1/31/2022,1/28/2022,9,1,1000.4375,605.6492,1000.4375,80.035,25.0109
SO49384,1,29414,354,1/21/2022,1/31/2022,1/28/2022,7,1,2071.4196,1117.8559,2071.4196,165.7136,51.7855
SO49385,1,17803,375,1/22/2022,2/1/2022,1/29/2022,10,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49386,1,17093,373,1/22/2022,2/1/2022,1/29/2022,8,1,2181.5625,1320.6838,2181.5625,174.525,54.5391
SO49387,1,17114,369,1/22/2022,2/1/2022,1/29/2022,8,1,2443.35,1518.7864,2443.35,195.468,61.0838
